Date	Close
4/12/1996	5015.600098
4/15/1996	5022.399902
4/16/1996	4989.299805
4/17/1996	5003.899902
4/18/1996	5002
4/19/1996	5075.600098
4/22/1996	5079.700195
4/23/1996	5061.899902
4/24/1996	5047
4/25/1996	5121.899902
4/26/1996	5142.600098
4/29/1996	5149.299805
4/30/1996	5164.100098
5/2/1996	5146
5/3/1996	5101.5
5/6/1996	5153
5/7/1996	5284.200195
5/8/1996	5360.5
5/9/1996	5388.5
5/10/1996	5345.5
5/13/1996	5480.200195
5/14/1996	5428.100098
5/15/1996	5442.5
5/16/1996	5475.600098
5/17/1996	5560.399902
5/20/1996	5655.700195
5/21/1996	5602
5/22/1996	5681.5
5/23/1996	5530.899902
5/24/1996	5600.700195
5/27/1996	5628
5/28/1996	5710.799805
5/29/1996	5625.700195
5/30/1996	5687.799805
5/31/1996	5728
6/3/1996	5635.100098
6/4/1996	5599.399902
6/5/1996	5567.899902
6/7/1996	5530.200195
6/10/1996	5457.200195
6/11/1996	5413.399902
6/12/1996	5532.5
6/13/1996	5503.799805
6/14/1996	5634.899902
6/17/1996	5804.899902
6/18/1996	5834.600098
6/19/1996	5817.100098
6/20/1996	5823
6/21/1996	6053.100098
6/24/1996	6201.799805
6/25/1996	6082.399902
6/26/1996	6227.200195
6/27/1996	6227.200195
6/28/1996	6043.899902
7/1/1996	6156.200195
7/2/1996	6245.5
7/3/1996	6355.899902
7/4/1996	6432.100098
7/5/1996	6286.5
7/8/1996	6338.799805
7/9/1996	6488
7/10/1996	6444.700195
7/11/1996	6508.5
7/12/1996	6652.200195
7/15/1996	6432.899902
7/16/1996	6293.399902
7/17/1996	6214.700195
7/18/1996	6188.799805
7/19/1996	6411.700195
7/22/1996	6299.100098
7/23/1996	6222.600098
7/24/1996	6051
7/25/1996	6096.299805
7/26/1996	5968.5
7/29/1996	5909.399902
7/30/1996	6143.299805
7/31/1996	6123.299805
8/1/1996	6277.299805
8/2/1996	6363.600098
8/5/1996	6244.100098
8/6/1996	6130.799805
8/7/1996	6165.299805
8/8/1996	6257.299805
8/9/1996	6222.799805
8/12/1996	6304.200195
8/13/1996	6227.700195
8/14/1996	6227.100098
8/15/1996	6348.399902
8/16/1996	6352.899902
8/19/1996	6292.100098
8/20/1996	6337.100098
8/21/1996	6314.799805
8/22/1996	6248.899902
8/23/1996	6202.700195
8/26/1996	6028.100098
8/27/1996	6126.100098
8/28/1996	6294.799805
8/29/1996	6270
8/30/1996	6259.399902
9/2/1996	6232.5
9/3/1996	6270
9/4/1996	6276.899902
9/5/1996	6254
9/6/1996	6334.600098
9/9/1996	6382.799805
9/10/1996	6415.799805
9/11/1996	6358.100098
9/12/1996	6391
9/13/1996	6464.299805
9/16/1996	6534.299805
9/17/1996	6512.399902
9/18/1996	6489.600098
9/19/1996	6560.200195
9/20/1996	6588.299805
9/23/1996	6551.700195
9/24/1996	6557
9/25/1996	6513.899902
9/26/1996	6535.899902
9/27/1996	6458.899902
9/30/1996	6446.899902
10/1/1996	6521.799805
10/2/1996	6605.799805
10/4/1996	6626.899902
10/7/1996	6612.700195
10/8/1996	6651.600098
10/9/1996	6631.100098
10/10/1996	6626.700195
10/11/1996	6608.700195
10/14/1996	6631.299805
10/15/1996	6744.899902
10/16/1996	6733.5
10/17/1996	6766
10/18/1996	6798.100098
10/21/1996	6798.899902
10/22/1996	6675.600098
10/23/1996	6648.600098
10/24/1996	6588.799805
10/25/1996	6503.399902
10/28/1996	6401.100098
10/29/1996	6549.799805
10/30/1996	6543.200195
10/31/1996	6533.200195
11/1/1996	6641.200195
11/4/1996	6658.5
11/5/1996	6697.600098
11/6/1996	6704.600098
11/7/1996	6666.700195
11/8/1996	6559.600098
11/11/1996	6582.899902
11/12/1996	6523.299805
11/13/1996	6571
11/14/1996	6523
11/18/1996	6556.299805
11/19/1996	6557
11/20/1996	6541.299805
11/21/1996	6625.899902
11/22/1996	6645.299805
11/25/1996	6649.200195
11/26/1996	6631.5
11/27/1996	6591.899902
11/28/1996	6644.899902
11/29/1996	6666.100098
12/2/1996	6735.600098
12/3/1996	6836.799805
12/4/1996	6797.600098
12/5/1996	6947.100098
12/6/1996	6872.899902
12/9/1996	6836.399902
12/10/1996	6855.899902
12/11/1996	6677.799805
12/12/1996	6657.5
12/13/1996	6680.200195
12/16/1996	6654.399902
12/17/1996	6784.600098
12/18/1996	6910.399902
12/19/1996	6891.600098
12/20/1996	6942.200195
12/23/1996	6912.600098
12/26/1996	6957.799805
12/27/1996	7006.899902
12/30/1996	7039.899902
1/2/1997	6955.5
1/3/1997	6997.799805
1/6/1997	7159.5
1/7/1997	7159.5
1/8/1997	7427
1/9/1997	7454.200195
1/10/1997	7478.299805
1/13/1997	7411.799805
1/14/1997	7621.100098
1/15/1997	7667.600098
1/16/1997	7655.799805
1/17/1997	7816.299805
1/20/1997	7835.399902
1/21/1997	7904.899902
1/22/1997	7817.5
1/23/1997	7890.700195
1/24/1997	7759.799805
1/27/1997	7759.100098
1/28/1997	7849.799805
1/29/1997	7736.899902
1/30/1997	7788.799805
1/31/1997	7964.700195
2/3/1997	8095.899902
2/4/1997	8102.299805
2/5/1997	8171.200195
2/6/1997	8147.899902
2/7/1997	8147.899902
2/11/1997	8102.299805
2/12/1997	8670.599609
2/13/1997	8764.900391
2/14/1997	8700
2/17/1997	8816.099609
2/18/1997	8950.200195
2/19/1997	8771.299805
2/20/1997	8701.799805
2/21/1997	8719.5
2/24/1997	8959.299805
2/25/1997	9149.099609
2/26/1997	8927.900391
2/27/1997	8776.799805
2/28/1997	8828.700195
3/3/1997	8978
3/4/1997	8961
3/5/1997	9074
3/6/1997	9126
3/7/1997	9181
3/10/1997	9419
3/11/1997	9565
3/12/1997	9317
3/13/1997	9314
3/14/1997	9499
3/17/1997	9499
3/18/1997	9172
3/19/1997	9088
3/20/1997	9303
3/21/1997	9302
3/24/1997	9328
3/25/1997	9380
3/26/1997	9272
3/31/1997	9044
4/1/1997	9138
4/2/1997	9237
4/3/1997	9302
4/4/1997	9705
4/7/1997	9837
4/8/1997	9738
4/9/1997	9819
4/10/1997	9733
4/11/1997	9518
4/14/1997	9456
4/15/1997	9490
4/16/1997	9566
4/17/1997	9419
4/18/1997	9422
4/22/1997	9474
4/23/1997	9634
4/24/1997	9709
4/25/1997	9732
4/28/1997	9762
4/29/1997	9858
4/30/1997	9982
5/2/1997	10074
5/5/1997	9994
5/6/1997	10219
5/7/1997	10180
5/8/1997	10437
5/9/1997	10492
5/12/1997	10681
5/13/1997	10648
5/14/1997	10283
5/15/1997	10354
5/16/1997	10499
5/19/1997	10506
5/20/1997	10641
5/21/1997	10715
5/22/1997	10745
5/23/1997	10764
5/26/1997	10961
5/27/1997	11133
5/28/1997	11301
5/30/1997	11345
6/2/1997	11361
6/3/1997	11110
6/4/1997	11030
6/5/1997	11106
6/6/1997	11334
6/9/1997	11396
6/10/1997	11429
6/11/1997	11490
6/12/1997	11852
6/13/1997	11828
6/16/1997	11954
6/17/1997	12119
6/18/1997	12206
6/19/1997	12205
6/20/1997	12121
6/23/1997	12239
6/24/1997	12587
6/25/1997	13053
6/26/1997	12874
6/27/1997	12758
6/30/1997	12568
7/1/1997	13002
7/2/1997	13260
7/3/1997	13285
7/4/1997	13494
7/7/1997	13502
7/8/1997	13617
7/10/1997	13609
7/11/1997	13153
7/14/1997	12698
7/15/1997	11617
7/16/1997	12640
7/17/1997	11728
7/18/1997	11182
7/21/1997	11292
7/22/1997	12235
7/23/1997	12427
7/24/1997	12544
7/25/1997	12523
7/28/1997	12938
7/29/1997	13044
7/30/1997	13019
7/31/1997	12872
8/1/1997	12259
8/4/1997	12017
8/5/1997	11909
8/6/1997	12523
8/7/1997	12323
8/8/1997	12129
8/11/1997	11949
8/12/1997	11810
8/13/1997	11851
8/14/1997	11905
8/15/1997	11335
8/18/1997	11338
8/19/1997	11211
8/20/1997	10849
8/21/1997	11180
8/22/1997	11158
8/25/1997	11422
8/26/1997	11626
8/27/1997	11719
8/28/1997	11267
8/29/1997	10609
9/1/1997	10109
9/2/1997	11063
9/3/1997	11119
9/4/1997	11431
9/5/1997	11838
9/8/1997	11685
9/9/1997	11735
9/10/1997	11361
9/11/1997	11094
9/12/1997	11292
9/15/1997	10865
9/16/1997	11204
9/17/1997	11524
9/18/1997	11714
9/19/1997	11650
9/22/1997	11712
9/23/1997	11516
9/24/1997	11482
9/25/1997	11385
9/26/1997	11534
9/29/1997	11614
9/30/1997	11797
10/1/1997	12173
10/2/1997	12397
10/3/1997	12541
10/7/1997	12481
10/8/1997	12433
10/9/1997	12684
10/10/1997	12737
10/13/1997	12698
10/14/1997	12895
10/15/1997	12830
10/16/1997	12578
10/17/1997	12488
10/20/1997	12704
10/21/1997	13016
10/22/1997	12956
10/23/1997	11899
10/24/1997	11545
10/27/1997	9817
10/28/1997	10447
10/29/1997	9818
10/30/1997	8855
10/31/1997	8986
11/3/1997	9858
11/4/1997	10254
11/5/1997	9988
11/6/1997	9435
11/7/1997	8833
11/10/1997	9006
11/11/1997	8711
11/12/1997	7822
11/13/1997	8072
11/14/1997	8732
11/17/1997	9083
11/18/1997	9028
11/19/1997	9332
11/20/1997	9189
11/21/1997	9422
11/24/1997	9070
11/25/1997	9151
11/26/1997	9373
11/27/1997	9619
11/28/1997	9395
12/1/1997	9648
12/2/1997	9964
12/3/1997	9992
12/4/1997	10046
12/5/1997	10080
12/8/1997	10079
12/9/1997	9840
12/10/1997	9462
12/11/1997	9109
12/12/1997	9147
12/15/1997	9551
12/16/1997	9743
12/17/1997	9854
12/18/1997	9483
12/19/1997	9139
12/22/1997	9494
12/23/1997	9554
12/26/1997	9707
12/29/1997	10052
12/30/1997	10197
1/2/1998	10480
1/5/1998	10607
1/6/1998	10185
1/7/1998	9879
1/8/1998	9658
1/9/1998	9118
1/12/1998	9227
1/13/1998	9416
1/14/1998	9349
1/15/1998	9140
1/16/1998	9448
1/19/1998	9753
1/20/1998	9568
1/21/1998	9385
1/22/1998	9709
1/23/1998	9468
1/26/1998	9513
1/27/1998	9651
1/28/1998	9773
1/29/1998	9786
1/30/1998	9720
2/2/1998	9973
2/3/1998	10055
2/4/1998	9971
2/5/1998	9948
2/6/1998	10011
2/9/1998	10240
2/10/1998	10278
2/11/1998	10485
2/12/1998	10350
2/13/1998	10391
2/16/1998	10233
2/17/1998	10420
2/18/1998	10322
2/19/1998	10236
2/20/1998	10319
2/23/1998	10319
2/25/1998	10546
2/26/1998	10557
2/27/1998	10571
3/2/1998	10845
3/3/1998	10845
3/4/1998	10899
3/5/1998	10948
3/6/1998	11159
3/9/1998	11167
3/10/1998	11181
3/11/1998	11223
3/12/1998	11356
3/13/1998	11566
3/16/1998	11601
3/17/1998	11808
3/18/1998	11894
3/19/1998	11832
3/20/1998	11919
3/23/1998	12025
3/24/1998	11905
3/25/1998	11756
3/26/1998	11945
3/27/1998	11900
3/30/1998	11750
3/31/1998	11947
4/1/1998	11837
4/2/1998	11858
4/3/1998	11634
4/6/1998	11948
4/7/1998	11847
4/8/1998	11975
4/13/1998	12121
4/14/1998	12270
4/15/1998	12299
4/16/1998	12091
4/17/1998	12109
4/20/1998	12028
4/22/1998	11703
4/23/1998	11572
4/24/1998	11728
4/27/1998	11057
4/28/1998	11377
4/29/1998	11528
4/30/1998	11677
5/4/1998	11507
5/5/1998	11555
5/6/1998	11165
5/7/1998	11063
5/8/1998	11220
5/11/1998	10983
5/12/1998	10798
5/13/1998	10779
5/14/1998	10734
5/15/1998	10906
5/18/1998	10205
5/19/1998	10343
5/20/1998	10408
5/21/1998	10269
5/22/1998	10240
5/25/1998	10015
5/26/1998	9436
5/27/1998	9748
5/28/1998	10152
5/29/1998	9847
6/1/1998	9605
6/2/1998	10150
6/3/1998	9856
6/4/1998	10191
6/5/1998	10370
6/8/1998	10540
6/9/1998	10370
6/10/1998	9868
6/12/1998	9585
6/15/1998	9074
6/16/1998	9249
6/17/1998	9897
6/18/1998	9539
6/19/1998	9687
6/22/1998	9623
6/23/1998	9937
6/24/1998	9856
6/25/1998	9528
6/26/1998	9464
6/29/1998	9604
6/30/1998	9678
7/1/1998	9915
7/2/1998	9901
7/3/1998	10116
7/6/1998	10018
7/7/1998	10205
7/8/1998	10336
7/10/1998	10327
7/13/1998	10420
7/14/1998	10642
7/15/1998	10649
7/16/1998	10908
7/17/1998	11057
7/20/1998	11041
7/21/1998	10923
7/22/1998	10912
7/23/1998	10640
7/24/1998	10575
7/27/1998	10564
7/28/1998	10318
7/29/1998	10542
7/30/1998	10939
7/31/1998	10707
8/3/1998	10413
8/4/1998	9860
8/5/1998	9828
8/6/1998	9690
8/7/1998	9319
8/10/1998	9182
8/11/1998	8802
8/12/1998	8417
8/13/1998	8711
8/14/1998	8744
8/17/1998	8610
8/18/1998	8643
8/19/1998	8542
8/20/1998	7992
8/21/1998	7764
8/24/1998	7655
8/25/1998	7648
8/26/1998	7348
8/27/1998	6617
8/28/1998	6746
8/31/1998	6472
9/1/1998	6917
9/2/1998	6805
9/3/1998	6219
9/4/1998	5837
9/8/1998	5818
9/9/1998	5655
9/10/1998	4761
9/11/1998	5398
9/14/1998	5818
9/15/1998	6905
9/16/1998	6760
9/17/1998	6432
9/18/1998	6710
9/21/1998	6450
9/22/1998	6560
9/23/1998	7280
9/24/1998	6844
9/25/1998	6712
9/28/1998	6827
9/29/1998	6869
9/30/1998	6593
10/1/1998	5960
10/2/1998	6410
10/5/1998	6123
10/6/1998	6336
10/7/1998	6157
10/8/1998	6175
10/9/1998	6528
10/13/1998	6618
10/14/1998	6445
10/15/1998	6874
10/16/1998	6707
10/19/1998	6844
10/20/1998	6973
10/21/1998	7350
10/22/1998	7603
10/23/1998	7272
10/26/1998	6972
10/27/1998	6869
10/28/1998	6827
10/29/1998	6538
10/30/1998	7047
11/3/1998	7509
11/4/1998	7656
11/5/1998	8093
11/6/1998	8214
11/9/1998	8242
11/10/1998	8000
11/11/1998	7763
11/12/1998	7471
11/13/1998	7615
11/16/1998	8004
11/17/1998	8330
11/18/1998	8547
11/19/1998	8318
11/20/1998	8531
11/23/1998	8636
11/24/1998	8607
11/25/1998	8910
11/26/1998	8954
11/27/1998	9094
11/30/1998	8631
12/1/1998	8545
12/2/1998	8449
12/3/1998	7706
12/4/1998	7627
12/7/1998	7946
12/8/1998	7629
12/9/1998	7573
12/10/1998	7530
12/11/1998	7195
12/14/1998	6584
12/15/1998	6934
12/16/1998	6619
12/17/1998	6645
12/18/1998	6782
12/21/1998	7202
12/22/1998	7115
12/23/1998	7176
12/28/1998	6899
12/29/1998	6715
12/30/1998	6784
1/4/1999	6942
1/5/1999	7111
1/6/1999	7331
1/7/1999	6954
1/8/1999	6781
1/11/1999	6403
1/12/1999	5916
1/13/1999	5617
1/14/1999	5057
1/15/1999	6747
1/18/1999	7113
1/19/1999	7381
1/20/1999	7674
1/21/1999	7321
1/22/1999	7190
1/26/1999	7645
1/27/1999	7687
1/28/1999	7987
1/29/1999	8172
2/1/1999	8891
2/2/1999	8732
2/3/1999	8676
2/4/1999	8653
2/5/1999	8435
2/8/1999	8824
2/9/1999	8674
2/10/1999	8853
2/11/1999	8990
2/12/1999	8952
2/17/1999	8974
2/18/1999	8861
2/19/1999	9013
2/22/1999	9075
2/23/1999	8943
2/24/1999	8953
2/25/1999	8674
2/26/1999	8911
3/1/1999	9198
3/2/1999	9071
3/3/1999	9155
3/4/1999	9508
3/5/1999	9465
3/8/1999	9786
3/9/1999	9484
3/10/1999	9778
3/11/1999	9698
3/12/1999	9574
3/15/1999	10414
3/16/1999	10658
3/17/1999	10635
3/18/1999	10894
3/19/1999	10836
3/22/1999	10527
3/23/1999	10417
3/24/1999	10429
3/25/1999	10937
3/26/1999	10865
3/29/1999	10869
3/30/1999	11028
3/31/1999	10696
4/5/1999	11022
4/6/1999	11120
4/7/1999	11530
4/8/1999	11466
4/9/1999	11295
4/12/1999	11432
4/13/1999	11321
4/14/1999	11306
4/15/1999	11246
4/16/1999	11429
4/19/1999	11197
4/20/1999	10989
4/22/1999	11084
4/23/1999	11032
4/26/1999	10798
4/27/1999	10885
4/28/1999	11127
4/29/1999	11085
4/30/1999	11351
5/3/1999	11437
5/4/1999	11268
5/5/1999	11578
5/6/1999	11889
5/7/1999	12233
5/10/1999	12412
5/11/1999	12267
5/12/1999	12148
5/13/1999	12459
5/14/1999	12335
5/17/1999	12151
5/18/1999	12268
5/19/1999	12118
5/20/1999	12088
5/21/1999	11728
5/24/1999	11155
5/25/1999	10602
5/26/1999	11245
5/27/1999	10937
5/28/1999	10930
5/31/1999	11090
6/1/1999	11051
6/2/1999	10997
6/4/1999	11234
6/7/1999	11047
6/8/1999	11033
6/9/1999	10890
6/10/1999	11089
6/11/1999	11105
6/14/1999	11084
6/15/1999	11183
6/16/1999	11644
6/17/1999	11629
6/18/1999	11877
6/21/1999	12005
6/22/1999	11974
6/23/1999	11792
6/24/1999	11431
6/25/1999	11220
6/28/1999	11264
6/29/1999	11379
6/30/1999	11627
7/1/1999	11708
7/2/1999	11836
7/5/1999	11936
7/6/1999	11674
7/7/1999	11745
7/8/1999	11509
7/12/1999	11273
7/13/1999	11303
7/14/1999	11349
7/15/1999	11362
7/16/1999	11407
7/19/1999	11452
7/20/1999	11274
7/21/1999	11303
7/22/1999	11239
7/23/1999	10989
7/26/1999	10675
7/27/1999	10735
7/28/1999	10691
7/29/1999	10568
7/30/1999	10442
8/2/1999	10211
8/3/1999	10265
8/4/1999	10172
8/5/1999	10196
8/6/1999	10039
8/9/1999	9948
8/10/1999	9835
8/11/1999	10137
8/12/1999	10046
8/13/1999	10181
8/16/1999	10119
8/17/1999	9925
8/18/1999	9689
8/19/1999	9818
8/20/1999	10143
8/23/1999	10181
8/24/1999	10314
8/25/1999	10650
8/26/1999	10496
8/27/1999	10545
8/30/1999	10524
8/31/1999	10565
9/1/1999	10902
9/2/1999	10998
9/3/1999	11156
9/6/1999	11185
9/8/1999	11090
9/9/1999	11292
9/10/1999	11363
9/13/1999	11478
9/14/1999	11459
9/15/1999	11263
9/16/1999	11094
9/17/1999	11290
9/20/1999	11586
9/21/1999	11449
9/22/1999	11531
9/23/1999	11385
9/24/1999	11533
9/27/1999	11542
9/28/1999	11442
9/29/1999	11434
9/30/1999	11106
10/1/1999	10960
10/4/1999	11055
10/5/1999	10924
10/6/1999	11345
10/7/1999	11338
10/8/1999	11460
10/11/1999	11478
10/13/1999	11298
10/14/1999	11330
10/15/1999	11146
10/18/1999	10978
10/19/1999	11098
10/20/1999	11275
10/21/1999	11254
10/22/1999	11461
10/25/1999	11394
10/26/1999	11470
10/27/1999	11531
10/28/1999	11700
10/29/1999	11700
11/1/1999	11763
11/3/1999	12347
11/4/1999	12406
11/5/1999	12714
11/8/1999	12960
11/9/1999	12880
11/10/1999	13101
11/11/1999	13189
11/12/1999	13114
11/16/1999	13128
11/17/1999	12813
11/18/1999	13087
11/19/1999	13463
11/22/1999	13436
11/23/1999	13565
11/24/1999	13393
11/25/1999	13536
11/26/1999	13888
11/29/1999	13855
11/30/1999	13779
12/1/1999	13874
12/2/1999	14213
12/3/1999	14409
12/6/1999	14344
12/7/1999	14300
12/8/1999	14410
12/9/1999	14584
12/10/1999	14784
12/13/1999	14812
12/14/1999	14644
12/15/1999	14322
12/16/1999	14497
12/17/1999	14789
12/20/1999	15110
12/21/1999	15592
12/22/1999	15916
12/23/1999	15954
12/27/1999	16011
12/28/1999	16377
12/29/1999	16773
12/30/1999	17092
1/3/2000	16930
1/4/2000	15851
1/5/2000	16245
1/6/2000	16107
1/7/2000	16309
1/10/2000	17022
1/11/2000	16573
1/12/2000	16617
1/13/2000	17298
1/14/2000	17658
1/17/2000	18053
1/18/2000	17903
1/19/2000	17470
1/20/2000	17177
1/21/2000	17034
1/24/2000	16972
1/26/2000	17105
1/27/2000	17081
1/28/2000	16734
1/31/2000	16388
2/1/2000	16522
2/2/2000	16868
2/3/2000	17457
2/4/2000	17932
2/7/2000	18126
2/8/2000	18686
2/9/2000	18361
