date,d,t,cp,cpj,f1,f2,f3,f4,f5,f6,z1,z2,z3,z4,z5,z6,fz1,fz2,fz3,fz4,fz5,fz6,X1,X2,X3,X4,X5,X6
4/6/1995,65,11,3254.600098,3086.5000489999993,-0.02016431915128858,-0.04488166257754078,0.0027101665220026216,-0.005641943882176537,0.12537642434053223,0.408346157924178,-0.8409344822253354,-0.7974291173651727,0.3889069500938118,-2.3059976368333515,-1.0207305007386729,-0.4866405400023742,0.2001923197845707,0.21260092714879125,0.6513275096554536,0.010555382190873465,0.1536910698419235,0.31325654453473073,0.4,0.4,0.8,0.2,0.2,0.4
4/7/1995,66,12,3203.0,3131.300048999999,-0.007640836040401222,-0.026121680278647808,0.0017117368630290564,-0.005027947718081682,0.34291552374755807,0.4499258173206074,-0.383400302253566,-0.5501846850357368,0.20381838853728015,-2.0778836633064603,-0.5205704749595937,-0.37611197314537054,0.3507114896292918,0.29109635340724105,0.5807522887543678,0.018860037777118994,0.3013330107903337,0.3534168267333113,0.4,0.4,0.6,0.2,0.4,0.4
4/10/1995,67,13,3114.100098,3175.420068599999,0.006418051624081933,-0.008115548812258733,-7.605829306145395e-05,-0.004319238337162856,0.5571527855690844,0.48111706482856065,0.13022850068644556,-0.3128755190713708,-0.12760248906235908,-1.8145815086496753,-0.028001945037504607,-0.29319826159553,0.5518071768514528,0.37718761871565454,0.4492317806253515,0.034794123154737795,0.4888302999203899,0.3846853063895773,0.6,0.4,0.6,0.2,0.6,0.4
4/11/1995,68,14,3017.800049,3153.9600587999994,0.001960114665327195,-0.010581559248724948,-0.0023390166116862288,-0.004282624260885548,0.4529476247396671,0.4659456192294093,-0.032638212410049515,-0.34537594155410056,-0.5471089573369925,-1.8009785206913609,-0.2675876382247182,-0.33352755153115643,0.48698154847782593,0.3649058807742656,0.29215193939074857,0.035853132757321375,0.3945083736705457,0.36936804786432914,0.6,0.4,0.4,0.2,0.4,0.4
4/12/1995,69,15,3020.800049,3122.0600587999998,-0.0035980761706584374,-0.016191481391453433,-0.004592427050401304,-0.004469692929325864,0.3039819648230504,0.44339348066454565,-0.23570171030054177,-0.41931108677399165,-0.964845442776563,-1.8704789178855565,-0.610085462786762,-0.3934764686535751,0.4068320713274374,0.33749439752236826,0.16731111550348443,0.030708670961777186,0.2709025979912839,0.3469838003037923,0.6,0.4,0.2,0.2,0.4,0.4
4/17/1995,70,16,3113.100098,3093.7600588,-0.007280713669270411,-0.020886156431329517,-0.005388507557909539,-0.00431317011073018,0.2636279452271963,0.4233864110286321,-0.37024355565951483,-0.4811838671802839,-1.1124225852358236,-1.8123270202265116,-0.7028663354499683,-0.446659990740235,0.35560051303698315,0.31519291289029094,0.1329782491631311,0.03496784095234079,0.24106952623214595,0.327560286824383,0.4,0.4,0.2,0.2,0.4,0.4
4/18/1995,71,17,3193.899902,3091.9400392000002,-0.0048560884341455335,-0.017035362474910998,-0.0030233107996232578,-0.004503513126307146,0.2724420352124229,0.4220997234358433,-0.28166205569906844,-0.43043289361308057,-0.6739631886675874,-1.8830439141673097,-0.6826012176562165,-0.45008031061990794,0.38910132604648795,0.33344038595901376,0.2501673586279146,0.029847208479000843,0.24742943222929714,0.32632626666729425,0.4,0.4,0.4,0.2,0.4,0.4
4/19/1995,72,18,3330.699951,3135.2600098000003,0.007631643743502892,0.0011803714381368735,0.0014438237824561106,-0.0044385591324400675,0.6499908917583953,0.4527253654294806,0.17456599611507373,-0.19036130297723322,0.1541527498418069,-1.8589119822369147,0.18544892292828846,-0.3686701122736683,0.5692896652872227,0.4245130094631847,0.5612553515294215,0.03151980770211797,0.5735615305556272,0.356186814405271,0.6,0.6,0.6,0.2,0.6,0.4
4/20/1995,73,19,3384.3000490000004,3208.5600098000004,0.026429125262760422,0.028653650372609585,0.00463761365046933,-0.0039531688265250775,1.0,0.5045457966772714,0.8613150591589728,0.17171874305686075,0.7462164643673816,-1.6785781009057017,0.9901804175341706,-0.23091915224002113,0.8054677280623492,0.5681706750672413,0.7722316680528418,0.04661714873471576,0.8389570288559127,0.40868880573425936,1.0,0.6,0.8,0.2,1.0,0.6
4/24/1995,74,20,3512.899902,3306.9799804000004,0.04964363328162347,0.06397654678337572,0.007879218169055013,-0.003543106017809605,1.0,0.5741251325556735,1.7094362085079724,0.6372516701229326,1.347144043078325,-1.5262301512575458,0.9901804175341706,-0.045960824318693756,0.956314910670172,0.738019536944654,0.9110330771659383,0.06347627848978217,0.8389570288559127,0.4816707372786381,1.0,0.8,1.0,0.2,1.0,0.6
4/25/1995,75,21,3699.100098,3424.1799804,0.075317898227649,0.10513445390596177,0.01071804462626691,-0.0031221321178779293,1.0,0.6808158459054273,2.6474223625552873,1.1796862641572736,1.8734047573425094,-1.3698284753511618,0.9901804175341706,0.23764832050542992,0.9959446009366114,0.8809374905073115,0.9694937432093919,0.08537022548255646,0.8389570288559127,0.5939230652035835,1.0,1.0,1.0,0.2,1.0,0.6
4/26/1995,76,22,3825.899902,3550.5799804000003,0.10052164060578228,0.14822160059658906,0.013166925137779062,-0.0019963668043142535,1.0,0.8258754077253478,3.5682183982183937,1.7475469878237304,2.327377420540016,-0.9515802615136504,0.9901804175341706,0.6232509374965056,0.9998202915678944,0.9597287491252027,0.9900274067809932,0.1706549479359329,0.8389570288559127,0.733440183360741,1.0,1.0,1.0,0.2,1.0,0.8
4/27/1995,77,23,3851.100098,3654.6600098000004,0.11620141904124393,0.18278655528968768,0.014854303500968502,-0.000766433676520184,1.0,0.9836813710707579,4.141064986111437,2.2030907333043506,2.6401830661229235,-0.49463126189397383,0.9901804175341706,1.0427365038346188,0.9999827151503999,0.9862058228985251,0.9958569372760538,0.310430215360249,0.8389570288559127,0.8514648268155575,1.0,1.0,1.0,0.4,1.0,1.0
4/28/1995,78,24,3813.6999509999996,3740.5399902,0.1223240566942263,0.21005862111886442,0.01791524656340404,0.00043134455321069964,1.0,1.0,4.364750040262725,2.562518920759714,3.207619683555819,-0.049628560955753256,0.9901804175341706,1.086115278331633,0.9999936365899388,0.9948042037317537,0.9993308082056219,0.4802091931591726,0.8389570288559127,0.8612860031606444,1.0,1.0,1.0,0.6,1.0,1.0
5/2/1995,79,25,3861.5,3810.2600097999994,0.12011387403489104,0.23051351782157603,0.020648980169886588,0.0017061304476093664,1.0,1.0,4.2840030067359525,2.832101228623492,3.7143983197421466,0.42398429328088516,0.9901804175341706,1.086115278331633,0.9999908219785171,0.9976878396854925,0.9998981561260444,0.6642113659341748,0.8389570288559127,0.8612860031606444,1.0,1.0,1.0,0.8,1.0,1.0
5/3/1995,80,26,3976.0,3865.6399902,0.11118009641089266,0.24497229938353726,0.022691192150312567,0.0027518993460480257,1.0,1.0,3.9576154847459444,3.0226586173515915,4.092982904498125,0.8125119629371872,0.9901804175341706,1.086115278331633,0.9999621491548383,0.9987471763459267,0.9999787070435514,0.7917510375061076,0.8389570288559127,0.8612860031606444,1.0,1.0,1.0,0.8,1.0,1.0
5/4/1995,81,27,4043.899902,3909.2399901999997,0.09791916384076838,0.25449958247792837,0.023493326865697384,0.0035987108237134358,1.0,1.0,3.4731392527416007,3.148222046079004,4.24168237402086,1.127122285109481,0.9901804175341706,1.086115278331633,0.999742795808946,0.999178665689133,0.9999889074744629,0.8701546088028843,0.8389570288559127,0.8612860031606444,1.0,1.0,1.0,1.0,1.0,1.0
