X1,X2,X3,X4,X5,X6,node_id,t,community,cp,cpj
0.2,0.4,0.2,0.4,0.2,0.2,265.0,2963,1,43466.0,42580.000000000015
0.2,0.4,0.2,0.4,0.2,0.2,265.0,2964,1,44133.0,42932.60000000001
0.6,0.4,0.2,0.6,0.4,0.4,636.0,2965,1,44249.0,43546.60000000001
0.6,0.4,0.2,0.6,0.4,0.4,636.0,2966,1,42749.0,43452.80000000002
0.6,0.4,0.4,0.6,0.6,0.4,545.0,2967,1,43288.0,43577.000000000015
0.6,0.4,0.4,0.4,0.8,0.4,637.0,2968,1,43278.0,43539.400000000016
0.6,0.4,0.4,0.4,0.8,0.2,464.0,2969,1,42730.0,43258.80000000002
0.6,0.4,0.6,0.4,0.6,0.2,466.0,2970,1,43713.0,43151.60000000001
0.6,0.4,0.6,0.4,0.8,0.4,141.0,2971,1,44351.0,43472.000000000015
0.8,0.6,0.8,0.6,1.0,0.4,485.0,2972,4,45631.0,43940.60000000001
0.8,0.6,0.8,0.6,1.0,0.6,176.0,2973,4,45424.0,44369.80000000001
1.0,0.6,0.8,0.6,1.0,0.6,257.0,2974,0,45533.0,44930.40000000001
1.0,0.6,0.8,0.6,1.0,0.8,631.0,2975,0,45645.0,45316.80000000001
1.0,0.6,0.8,0.8,1.0,0.8,611.0,2976,0,45207.0,45488.00000000002
0.8,0.6,0.8,0.6,0.8,0.8,397.0,2977,0,44484.0,45258.60000000001
0.8,0.6,0.8,0.6,0.8,0.8,397.0,2978,0,45355.0,45244.80000000001
0.8,0.6,0.8,0.6,0.8,0.8,397.0,2979,0,45805.0,45299.20000000001
0.6,0.6,0.8,0.6,0.8,0.8,608.0,2980,0,45597.0,45289.60000000001
0.8,0.6,0.8,0.6,1.0,0.8,177.0,2981,0,46288.0,45505.80000000001
0.8,0.6,0.8,0.8,1.0,1.0,581.0,2982,0,46554.0,45919.80000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2983,0,46647.0,46178.20000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2984,0,46855.0,46388.20000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2985,0,47174.0,46703.60000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2986,0,46939.0,46833.80000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2987,0,47347.0,46992.40000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2988,0,47926.0,47248.20000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,2989,0,48921.0,47661.40000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,2990,0,48755.0,47977.60000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,2991,0,48710.0,48331.80000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,2992,0,48762.0,48614.80000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,2993,0,49408.0,48911.20000000001
0.8,1.0,1.0,0.8,1.0,1.0,526.0,2994,0,49162.0,48959.40000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,2995,0,49071.0,49022.60000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,2996,0,49676.0,49215.80000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,2997,0,49068.0,49277.00000000002
0.8,1.0,0.8,0.8,1.0,1.0,346.0,2998,0,49230.0,49241.40000000001
0.6,0.8,0.8,0.8,1.0,1.0,186.0,2999,0,48956.0,49200.20000000001
0.6,0.8,0.8,0.8,1.0,1.0,186.0,3000,0,49472.0,49280.40000000001
0.6,0.8,0.8,0.8,1.0,1.0,186.0,3001,0,50218.0,49388.80000000001
0.6,1.0,0.8,0.8,1.0,1.0,638.0,3002,0,50598.0,49694.80000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3003,0,50282.0,49905.20000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3004,0,50278.0,50169.60000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3005,0,51300.0,50535.20000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3006,0,50235.0,50538.60000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3007,0,50902.0,50599.40000000001
0.8,1.0,0.8,0.8,1.0,1.0,346.0,3008,0,50511.0,50645.20000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3009,0,50518.0,50693.20000000001
0.6,1.0,0.8,1.0,1.0,1.0,148.0,3010,0,51738.0,50780.80000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3011,0,51631.0,51060.00000000002
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3012,0,52078.0,51295.20000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3013,0,52423.0,51677.60000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3014,0,52208.0,52015.60000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3015,0,51813.0,52030.60000000001
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3016,0,50531.0,51810.60000000001
0.6,0.8,0.8,1.0,0.8,1.0,215.0,3017,0,51618.0,51718.60000000001
0.6,0.8,0.6,1.0,0.8,1.0,409.0,3018,0,52120.0,51658.00000000002
0.6,0.8,0.6,1.0,0.6,1.0,408.0,3019,0,51713.0,51559.00000000002
0.6,0.8,0.6,1.0,0.6,1.0,408.0,3020,0,52528.0,51702.00000000002
0.6,0.8,0.6,1.0,1.0,1.0,639.0,3021,0,52268.0,52049.40000000001
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3022,0,53423.0,52410.40000000001
0.8,0.8,0.6,1.0,1.0,1.0,154.0,3023,0,53243.0,52635.00000000002
0.8,0.8,0.6,1.0,1.0,1.0,154.0,3024,0,53162.0,52924.80000000001
0.8,0.8,0.6,1.0,0.8,1.0,640.0,3025,0,52049.0,52829.00000000002
0.8,0.8,0.6,1.0,1.0,1.0,154.0,3026,0,52330.0,52841.40000000001
0.6,0.8,0.6,1.0,0.8,1.0,409.0,3027,0,52777.0,52712.20000000001
0.6,0.8,0.6,1.0,0.6,1.0,408.0,3028,0,51797.0,52423.00000000002
0.6,0.8,0.6,1.0,0.6,1.0,408.0,3029,0,52994.0,52389.40000000001
0.6,0.8,0.6,1.0,0.8,1.0,409.0,3030,0,53713.0,52722.20000000001
0.6,0.8,0.8,1.0,1.0,1.0,550.0,3031,0,54519.0,53160.00000000002
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3032,0,54730.0,53550.60000000001
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3033,0,54644.0,54120.00000000002
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3034,0,54029.0,54327.00000000002
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3035,0,54657.0,54515.80000000001
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3036,0,54267.0,54465.40000000001
0.8,0.8,0.8,1.0,0.8,1.0,641.0,3037,0,54042.0,54327.80000000001
0.6,0.8,0.8,0.8,0.8,1.0,577.0,3038,0,53852.0,54169.40000000001
0.6,0.8,0.8,0.8,0.8,1.0,577.0,3039,0,54143.0,54192.20000000001
0.6,0.8,0.8,0.8,0.8,1.0,577.0,3040,0,54147.0,54090.20000000001
0.6,0.8,0.6,0.8,0.6,1.0,149.0,3041,0,54392.0,54115.20000000001
0.6,0.8,0.6,0.8,0.8,1.0,189.0,3042,0,55371.0,54381.00000000002
0.6,0.8,0.6,0.8,1.0,1.0,185.0,3043,0,55700.0,54750.60000000001
0.8,0.8,0.6,0.8,1.0,1.0,153.0,3044,0,55696.0,55061.20000000001
0.8,0.8,0.6,0.8,1.0,1.0,153.0,3045,0,55932.0,55418.20000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3046,0,56444.0,55828.60000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3047,0,55883.0,55931.00000000002
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3048,0,56356.0,56062.20000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3049,0,57613.0,56445.60000000001
0.8,0.8,0.8,1.0,1.0,1.0,220.0,3050,0,57644.0,56788.00000000002
0.8,0.8,1.0,1.0,1.0,1.0,614.0,3051,0,57374.0,56974.00000000002
0.8,0.8,1.0,1.0,1.0,1.0,614.0,3052,0,57660.0,57329.40000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3053,0,57556.0,57569.40000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3054,0,58125.0,57671.80000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3055,0,57443.0,57631.60000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3056,0,58037.0,57764.20000000001
0.6,0.8,0.8,0.8,0.8,1.0,577.0,3057,0,55795.0,57391.20000000001
0.6,0.8,0.6,0.8,0.6,0.8,190.0,3058,0,56001.0,57080.20000000001
0.4,0.8,0.6,0.8,0.2,0.8,407.0,3059,0,53893.0,56233.80000000001
0.2,0.6,0.4,0.8,0.2,0.6,299.0,3060,3,52922.0,55329.60000000001
0.2,0.6,0.2,0.8,0.2,0.6,158.0,3061,3,54573.0,54636.80000000001
0.2,0.6,0.2,0.6,0.2,0.4,494.0,3062,1,54183.0,54314.40000000001
0.2,0.4,0.2,0.6,0.2,0.4,236.0,3063,1,54234.0,53961.00000000002
0.2,0.4,0.2,0.6,0.2,0.4,236.0,3064,1,54691.0,54120.60000000001
0.2,0.4,0.2,0.6,0.2,0.4,236.0,3065,1,52846.0,54105.40000000001
0.2,0.4,0.2,0.6,0.2,0.4,236.0,3066,1,53091.0,53809.00000000002
0.4,0.4,0.2,0.6,0.2,0.4,482.0,3067,1,53802.0,53732.80000000001
0.4,0.4,0.2,0.6,0.2,0.4,482.0,3068,1,55241.0,53934.20000000001
0.4,0.4,0.2,0.6,0.2,0.4,482.0,3069,1,53431.0,53682.20000000001
0.4,0.4,0.4,0.6,0.2,0.4,169.0,3070,1,52638.0,53640.60000000001
0.4,0.4,0.4,0.6,0.2,0.2,138.0,3071,1,52434.0,53509.20000000001
0.4,0.4,0.4,0.6,0.2,0.2,138.0,3072,1,50912.0,52931.20000000001
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3073,1,49285.0,51740.00000000002
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3074,1,48016.0,50657.00000000002
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3075,1,48559.0,49841.20000000001
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3076,1,49206.0,49195.60000000001
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3077,1,49815.0,48976.20000000001
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3078,1,51745.0,49468.20000000001
0.4,0.2,0.2,0.4,0.4,0.2,518.0,3079,1,51848.0,50234.60000000001
0.6,0.2,0.2,0.4,0.6,0.2,239.0,3080,1,52998.0,51122.40000000001
0.8,0.4,0.4,0.4,0.8,0.4,642.0,3081,1,53078.0,51896.80000000001
1.0,0.4,0.4,0.4,1.0,0.4,643.0,3082,1,51645.0,52262.80000000001
1.0,0.4,0.6,0.4,1.0,0.4,644.0,3083,1,52735.0,52460.80000000001
1.0,0.4,0.8,0.4,1.0,0.4,342.0,3084,2,52858.0,52662.80000000001
1.0,0.4,1.0,0.4,1.0,0.4,532.0,3085,2,54637.0,52990.60000000001
1.0,0.4,1.0,0.4,1.0,0.6,343.0,3086,2,54833.0,53341.60000000001
1.0,0.6,1.0,0.6,1.0,0.6,51.0,3087,0,55250.0,54062.60000000001
1.0,0.6,1.0,0.6,1.0,0.6,51.0,3088,0,54408.0,54397.20000000001
1.0,0.6,1.0,0.6,1.0,0.6,51.0,3089,0,54569.0,54739.40000000001
0.8,0.6,1.0,0.6,0.8,0.6,358.0,3090,4,52653.0,54342.60000000001
0.8,0.6,0.8,0.6,0.8,0.6,587.0,3091,4,53921.0,54160.20000000001
0.6,0.4,0.8,0.4,0.6,0.6,645.0,3092,2,53883.0,53886.80000000001
0.6,0.6,0.8,0.4,0.6,0.6,646.0,3093,2,54908.0,53986.80000000001
0.6,0.6,0.8,0.4,0.6,0.6,646.0,3094,2,54671.0,54007.20000000001
0.6,0.6,0.8,0.4,0.8,0.6,108.0,3095,2,54341.0,54344.80000000001
0.8,0.6,0.8,0.4,1.0,0.6,107.0,3096,2,56666.0,54893.80000000001
0.8,0.6,0.8,0.4,1.0,0.8,144.0,3097,5,57264.0,55570.00000000002
0.8,0.8,0.8,0.6,1.0,0.8,647.0,3098,5,56906.0,55969.60000000001
1.0,0.8,0.8,0.6,1.0,0.8,648.0,3099,5,57799.0,56595.20000000001
1.0,0.8,1.0,0.6,1.0,1.0,54.0,3100,0,58719.0,57470.80000000001
1.0,0.8,1.0,0.6,1.0,1.0,54.0,3101,0,58858.0,57909.20000000001
1.0,1.0,1.0,0.6,1.0,1.0,20.0,3102,0,59715.0,58399.40000000001
1.0,1.0,1.0,0.6,1.0,1.0,20.0,3103,0,61052.0,59228.60000000001
1.0,1.0,1.0,0.6,1.0,1.0,20.0,3104,0,60465.0,59761.80000000001
1.0,1.0,1.0,0.6,1.0,1.0,20.0,3105,0,62340.0,60486.00000000002
1.0,1.0,1.0,0.6,1.0,1.0,20.0,3106,0,62017.0,61117.80000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3107,0,60099.0,61194.60000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3108,0,60407.0,61065.60000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3109,0,62319.0,61436.40000000001
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3110,0,62661.0,61500.60000000001
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3111,0,63549.0,61807.00000000002
0.8,1.0,1.0,1.0,1.0,1.0,120.0,3112,0,63197.0,62426.60000000001
0.8,1.0,1.0,1.0,1.0,1.0,120.0,3113,0,62456.0,62836.40000000001
0.8,1.0,1.0,1.0,1.0,1.0,120.0,3114,0,62969.0,62966.40000000001
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3115,0,61718.0,62777.80000000001
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3116,0,63194.0,62706.80000000001
0.6,1.0,0.8,1.0,0.8,1.0,75.0,3117,0,63261.0,62719.60000000001
0.6,1.0,0.8,1.0,0.6,1.0,76.0,3118,0,60894.0,62407.20000000001
0.4,1.0,0.6,1.0,0.4,1.0,212.0,3119,0,61215.0,62056.40000000001
0.6,1.0,0.6,1.0,0.4,1.0,26.0,3120,0,62697.0,62252.20000000001
0.4,1.0,0.6,1.0,0.2,1.0,25.0,3121,0,62625.0,62138.40000000001
0.4,1.0,0.4,1.0,0.2,1.0,121.0,3122,0,62341.0,61954.40000000001
0.6,1.0,0.6,1.0,0.6,1.0,30.0,3123,0,64276.0,62630.80000000001
0.8,1.0,0.6,1.0,1.0,1.0,28.0,3124,0,65044.0,63396.60000000001
0.8,1.0,0.6,1.0,1.0,1.0,28.0,3125,0,64383.0,63733.80000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3126,0,65318.0,64272.40000000001
1.0,1.0,0.8,1.0,1.0,1.0,73.0,3127,0,64050.0,64614.20000000001
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3128,0,62960.0,64351.00000000002
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3129,0,64503.0,64242.80000000001
0.6,1.0,0.8,1.0,0.8,1.0,75.0,3130,0,63501.0,64066.40000000001
0.6,0.8,0.8,1.0,0.6,1.0,297.0,3131,0,63562.0,63715.20000000001
0.6,0.8,0.8,1.0,0.6,1.0,297.0,3132,0,64321.0,63769.40000000001
0.4,0.8,0.6,1.0,0.2,0.8,156.0,3133,0,61527.0,63482.80000000001
0.4,0.8,0.6,1.0,0.2,0.8,156.0,3134,0,62927.0,63167.60000000001
0.4,0.8,0.6,1.0,0.2,0.8,156.0,3135,0,64631.0,63393.60000000001
0.6,0.8,0.4,1.0,0.4,0.8,434.0,3136,3,64609.0,63603.00000000002
0.4,0.8,0.4,1.0,0.2,0.8,123.0,3137,3,62336.0,63206.00000000002
0.4,0.8,0.4,1.0,0.2,0.8,123.0,3138,3,60582.0,63017.00000000002
0.4,0.6,0.4,0.8,0.2,0.8,575.0,3139,3,60653.0,62562.20000000001
0.2,0.6,0.4,0.8,0.2,0.8,39.0,3140,3,60971.0,61830.20000000001
0.2,0.4,0.2,0.8,0.2,0.6,42.0,3141,3,59069.0,60722.20000000001
0.2,0.4,0.2,0.8,0.2,0.6,42.0,3142,3,59432.0,60141.40000000001
0.2,0.4,0.2,0.8,0.2,0.6,42.0,3143,3,61715.0,60368.00000000002
0.2,0.4,0.2,0.8,0.2,0.6,42.0,3144,3,62156.0,60668.60000000001
0.4,0.4,0.4,0.8,0.4,0.6,44.0,3145,3,63006.0,61075.60000000001
0.6,0.6,0.4,0.8,0.6,0.8,394.0,3146,0,63200.0,61901.80000000001
0.8,0.6,0.4,0.8,0.8,0.8,616.0,3147,0,63482.0,62711.80000000001
1.0,0.6,0.6,0.8,1.0,0.8,649.0,3148,0,64928.0,63354.40000000001
1.0,0.6,0.8,0.8,1.0,1.0,412.0,3149,0,65791.0,64081.40000000001
1.0,0.8,0.8,0.8,1.0,1.0,221.0,3150,0,65639.0,64608.00000000002
1.0,0.8,1.0,0.8,1.0,1.0,209.0,3151,0,65446.0,65057.20000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,3152,0,64512.0,65263.20000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,3153,0,64742.0,65226.00000000002
0.8,0.6,1.0,0.8,0.8,0.8,650.0,3154,0,62861.0,64640.00000000002
0.6,0.6,0.8,0.6,0.6,0.8,204.0,3155,0,62445.0,64001.20000000001
0.2,0.6,0.6,0.6,0.2,0.6,392.0,3156,0,59828.0,62877.60000000001
0.2,0.4,0.4,0.6,0.2,0.4,90.0,3157,1,61096.0,62194.40000000001
0.2,0.4,0.4,0.6,0.2,0.4,90.0,3158,1,61722.0,61590.40000000001
0.2,0.4,0.2,0.6,0.2,0.2,237.0,3159,1,61716.0,61361.40000000001
0.2,0.4,0.2,0.6,0.2,0.2,237.0,3160,1,63098.0,61492.00000000002
0.4,0.4,0.2,0.6,0.4,0.4,651.0,3161,1,64288.0,62384.00000000002
0.6,0.6,0.4,0.6,0.4,0.6,201.0,3162,1,63774.0,62919.60000000001
0.8,0.6,0.4,0.6,0.6,0.6,652.0,3163,1,63886.0,63352.40000000001
0.8,0.6,0.4,0.6,0.8,0.6,286.0,3164,1,62815.0,63572.20000000001
0.8,0.6,0.6,0.6,1.0,0.6,175.0,3165,1,62892.0,63531.00000000002
0.6,0.6,0.6,0.6,0.8,0.6,629.0,3166,4,61037.0,62880.80000000001
0.4,0.4,0.6,0.4,0.4,0.4,599.0,3167,1,60772.0,62280.40000000001
0.4,0.4,0.6,0.4,0.4,0.4,599.0,3168,1,62081.0,61919.40000000001
0.4,0.4,0.6,0.6,0.2,0.4,137.0,3169,1,62674.0,61891.20000000001
0.4,0.4,0.6,0.6,0.2,0.4,137.0,3170,1,63515.0,62015.80000000001
0.4,0.4,0.6,0.6,0.2,0.4,137.0,3171,1,61942.0,62196.80000000001
0.6,0.4,0.6,0.6,0.4,0.4,653.0,3172,1,62188.0,62480.00000000002
0.4,0.4,0.4,0.4,0.2,0.4,363.0,3173,1,59907.0,62045.20000000001
0.4,0.4,0.4,0.4,0.2,0.2,364.0,3174,1,58777.0,61265.80000000001
0.2,0.4,0.2,0.4,0.2,0.2,265.0,3175,1,57037.0,59970.20000000001
0.2,0.2,0.2,0.4,0.2,0.2,93.0,3176,1,57506.0,59083.00000000002
0.2,0.2,0.2,0.2,0.2,0.2,95.0,3177,1,53709.0,57387.20000000001
0.2,0.2,0.2,0.2,0.2,0.2,95.0,3178,1,56097.0,56625.20000000001
0.2,0.2,0.2,0.2,0.2,0.2,95.0,3179,1,54235.0,55716.80000000001
0.2,0.2,0.2,0.2,0.2,0.2,95.0,3180,1,57463.0,55802.00000000002
0.2,0.2,0.2,0.2,0.2,0.2,95.0,3181,1,58594.0,56019.60000000001
0.4,0.2,0.2,0.2,0.4,0.2,96.0,3182,1,59530.0,57183.80000000001
0.6,0.2,0.2,0.2,0.4,0.2,303.0,3183,1,60289.0,58022.20000000001
1.0,0.4,0.4,0.4,0.8,0.4,654.0,3184,1,59490.0,59073.20000000001
1.0,0.4,0.6,0.4,1.0,0.4,644.0,3185,1,61080.0,59796.60000000001
1.0,0.4,0.6,0.4,1.0,0.4,644.0,3186,1,58969.0,59871.60000000001
1.0,0.4,0.8,0.4,1.0,0.4,342.0,3187,2,58965.0,59758.60000000001
0.8,0.4,0.8,0.4,0.8,0.4,446.0,3188,2,59076.0,59516.00000000002
0.8,0.4,1.0,0.4,1.0,0.4,568.0,3189,2,60643.0,59746.60000000001
0.8,0.4,1.0,0.4,1.0,0.4,568.0,3190,2,61805.0,59891.60000000001
0.8,0.4,1.0,0.6,1.0,0.6,655.0,3191,2,62591.0,60616.00000000002
0.8,0.6,1.0,0.6,1.0,0.6,656.0,3192,0,61819.0,61186.80000000001
0.8,0.6,1.0,0.6,1.0,0.6,656.0,3193,0,61272.0,61626.00000000002
1.0,0.6,0.8,0.6,1.0,0.6,257.0,3194,0,62801.0,62057.60000000001
0.8,0.6,0.8,0.6,1.0,0.6,176.0,3195,4,62297.0,62156.00000000002
0.8,0.6,0.8,0.6,1.0,0.8,177.0,3196,0,63747.0,62387.20000000001
1.0,0.6,0.8,0.6,1.0,0.8,631.0,3197,0,63792.0,62781.80000000001
1.0,0.6,1.0,0.6,1.0,0.8,52.0,3198,0,64609.0,63449.20000000001
1.0,0.8,1.0,0.6,1.0,0.8,53.0,3199,0,65001.0,63889.20000000001
1.0,0.8,1.0,0.6,1.0,1.0,54.0,3200,0,65183.0,64466.40000000001
1.0,0.8,1.0,0.6,1.0,1.0,54.0,3201,0,65495.0,64816.00000000002
1.0,0.8,1.0,0.6,1.0,1.0,54.0,3202,0,65555.0,65168.60000000001
0.8,0.8,1.0,0.6,0.8,1.0,657.0,3203,0,63489.0,64944.60000000001
0.8,0.8,0.8,0.6,0.8,1.0,293.0,3204,0,64490.0,64842.40000000001
0.6,0.8,0.8,0.6,0.8,1.0,294.0,3205,0,63656.0,64537.00000000002
0.6,0.8,0.8,0.6,0.6,1.0,658.0,3206,0,64629.0,64363.80000000001
0.4,0.8,0.6,0.6,0.4,0.8,490.0,3207,0,62975.0,63847.80000000001
0.4,0.6,0.6,0.6,0.2,0.8,191.0,3208,4,61868.0,63523.60000000001
0.2,0.6,0.4,0.6,0.2,0.8,376.0,3209,10,59999.0,62625.40000000001
0.2,0.6,0.4,0.6,0.2,0.8,376.0,3210,10,62368.0,62367.80000000001
0.2,0.6,0.2,0.4,0.2,0.6,659.0,3211,10,62177.0,61877.40000000001
0.2,0.6,0.2,0.4,0.2,0.6,659.0,3212,10,62280.0,61738.40000000001
0.2,0.6,0.2,0.4,0.2,0.6,659.0,3213,10,61991.0,61763.00000000002
0.4,0.6,0.2,0.4,0.2,0.6,283.0,3214,10,60012.0,61765.60000000001
0.4,0.6,0.2,0.4,0.2,0.6,283.0,3215,10,61933.0,61678.60000000001
0.4,0.4,0.2,0.4,0.2,0.6,660.0,3216,10,58827.0,61008.60000000001
0.2,0.4,0.2,0.4,0.2,0.4,112.0,3217,1,58987.0,60350.00000000002
0.2,0.4,0.2,0.4,0.2,0.4,112.0,3218,1,59813.0,59914.40000000001
0.4,0.4,0.2,0.4,0.2,0.4,460.0,3219,1,61234.0,60158.80000000001
0.4,0.4,0.4,0.4,0.2,0.4,363.0,3220,1,61415.0,60055.20000000001
0.4,0.4,0.4,0.4,0.4,0.6,661.0,3221,5,60762.0,60442.20000000001
0.6,0.4,0.4,0.4,0.4,0.6,662.0,3222,5,60452.0,60735.20000000001
0.6,0.6,0.4,0.4,0.6,0.6,114.0,3223,5,60968.0,60966.20000000001
0.8,0.6,0.4,0.6,0.8,0.6,286.0,3224,1,62775.0,61274.40000000001
0.8,0.6,0.6,0.6,1.0,0.6,175.0,3225,1,63364.0,61664.20000000001
0.8,0.6,0.8,0.6,1.0,0.8,177.0,3226,0,64175.0,62346.80000000001
1.0,0.6,0.8,0.8,1.0,0.8,611.0,3227,0,64446.0,63145.60000000001
1.0,0.8,1.0,0.8,1.0,0.8,291.0,3228,0,64176.0,63787.20000000001
1.0,0.8,1.0,0.8,1.0,0.8,291.0,3229,0,64540.0,64140.20000000001
1.0,0.8,1.0,0.8,1.0,0.8,291.0,3230,0,63477.0,64162.80000000001
0.8,0.6,1.0,0.8,1.0,0.8,663.0,3231,0,63527.0,64033.20000000001
0.8,0.6,0.8,0.8,0.8,0.8,413.0,3232,0,62585.0,63661.00000000002
0.6,0.6,0.8,0.8,0.8,0.6,496.0,3233,4,62153.0,63256.40000000001
0.4,0.6,0.8,0.6,0.6,0.6,664.0,3234,4,62618.0,62872.00000000002
0.4,0.6,0.8,0.6,0.4,0.6,665.0,3235,4,64152.0,63007.00000000002
0.4,0.6,0.6,0.6,0.4,0.6,205.0,3236,4,64552.0,63212.00000000002
0.6,0.6,0.6,0.8,0.6,0.8,166.0,3237,0,64923.0,63679.60000000001
0.8,0.6,0.6,0.8,1.0,0.8,161.0,3238,0,65413.0,64331.60000000001
0.8,0.6,0.6,0.8,1.0,1.0,395.0,3239,0,64948.0,64797.60000000001
0.8,0.6,0.6,0.8,1.0,1.0,395.0,3240,0,64576.0,64882.40000000001
0.8,0.8,0.6,0.8,1.0,1.0,153.0,3241,0,65187.0,65009.40000000001
0.8,0.8,0.8,0.8,1.0,1.0,187.0,3242,0,65678.0,65160.40000000001
0.8,0.6,0.8,0.6,0.8,1.0,203.0,3243,0,63826.0,64843.00000000002
0.8,0.8,0.8,0.6,1.0,1.0,147.0,3244,0,67868.0,65427.00000000002
0.8,0.8,1.0,0.8,1.0,1.0,292.0,3245,0,69366.0,66385.00000000001
1.0,0.8,1.0,0.8,1.0,1.0,209.0,3246,0,70175.0,67382.6
1.0,0.8,1.0,0.8,1.0,1.0,209.0,3247,0,70195.0,68286.00000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3248,0,69018.0,69324.40000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3249,0,69722.0,69695.20000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3250,0,69646.0,69751.20000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3251,0,70416.0,69799.40000000001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3252,0,70503.0,69861.00000000001
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3253,0,70027.0,70062.80000000003
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3254,0,71492.0,70416.80000000003
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3255,0,72767.0,71041.00000000001
0.8,1.0,1.0,0.8,1.0,1.0,526.0,3256,0,73439.0,71645.6
1.0,1.0,1.0,0.8,1.0,1.0,21.0,3257,0,73517.0,72248.40000000001
1.0,1.0,0.8,1.0,1.0,1.0,73.0,3258,0,72295.0,72702.00000000001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,3259,0,71452.0,72694.00000000001
0.8,1.0,0.8,1.0,0.8,1.0,74.0,3260,0,71629.0,72466.40000000001
0.6,1.0,0.8,1.0,0.8,1.0,75.0,3261,0,70992.0,71977.00000000001
0.6,1.0,0.8,1.0,0.8,1.0,75.0,3262,0,73153.0,71904.20000000001
0.6,1.0,0.8,1.0,0.6,1.0,76.0,3263,0,71798.0,71804.80000000003
0.6,1.0,0.8,1.0,0.6,1.0,76.0,3264,0,72593.0,72033.00000000001
0.6,1.0,0.6,1.0,0.4,1.0,26.0,3265,0,71897.0,72086.6
