X1,X2,X3,X4,X5,X6,node_id,t,community,cp,cpj
1.0,0.2,1.0,0.2,1.0,0.4,1.0,1,2,3145.600098,3001.360058799998
1.0,0.2,1.0,0.2,1.0,0.4,1.0,2,2,3361.199951,3077.380029399999
1.0,0.2,1.0,0.2,1.0,0.4,1.0,3,2,3372.3000490000004,3177.820019599999
1.0,0.4,1.0,0.2,1.0,0.4,2.0,4,2,3255.800049,3227.7600097999994
1.0,0.4,1.0,0.2,1.0,0.4,2.0,5,2,3198.199951,3266.6200195999986
1.0,0.4,1.0,0.2,1.0,0.4,2.0,6,2,3125.5,3262.5999999999995
0.8,0.4,1.0,0.2,0.8,0.4,3.0,7,2,2979.0,3186.1600097999994
0.4,0.2,0.8,0.2,0.4,0.4,4.0,8,5,2893.5,3090.3999999999987
0.2,0.2,0.8,0.2,0.4,0.4,5.0,9,5,3125.100098,3064.2600097999994
0.2,0.2,0.6,0.2,0.4,0.4,6.0,10,5,3180.300049,3060.6800293999986
0.4,0.4,0.8,0.2,0.2,0.4,7.0,11,5,3254.600098,3086.5000489999993
0.4,0.4,0.6,0.2,0.4,0.4,8.0,12,5,3203.0,3131.3000489999986
0.6,0.4,0.6,0.2,0.6,0.4,9.0,13,5,3114.100098,3175.4200685999986
0.6,0.4,0.4,0.2,0.4,0.4,10.0,14,5,3017.800049,3153.9600587999994
0.6,0.4,0.2,0.2,0.4,0.4,11.0,15,5,3020.800049,3122.0600588
0.4,0.4,0.2,0.2,0.4,0.4,12.0,16,5,3113.100098,3093.7600588000005
0.4,0.4,0.4,0.2,0.4,0.4,13.0,17,5,3193.899902,3091.9400392
0.6,0.6,0.6,0.2,0.6,0.4,14.0,18,2,3330.699951,3135.2600098000007
1.0,0.6,0.8,0.2,1.0,0.6,15.0,19,2,3384.3000490000004,3208.5600098000004
1.0,0.8,1.0,0.2,1.0,0.6,16.0,20,2,3512.899902,3306.9799804000004
1.0,1.0,1.0,0.2,1.0,0.6,17.0,21,2,3699.100098,3424.1799803999997
1.0,1.0,1.0,0.2,1.0,0.8,18.0,22,2,3825.899902,3550.5799804000007
1.0,1.0,1.0,0.4,1.0,1.0,19.0,23,2,3851.100098,3654.6600098
1.0,1.0,1.0,0.6,1.0,1.0,20.0,24,0,3813.699951,3740.5399901999995
1.0,1.0,1.0,0.8,1.0,1.0,21.0,25,0,3861.5,3810.2600098
1.0,1.0,1.0,0.8,1.0,1.0,21.0,26,0,3976.0,3865.6399901999994
1.0,1.0,1.0,1.0,1.0,1.0,22.0,27,0,4043.899902,3909.2399902
1.0,1.0,1.0,1.0,1.0,1.0,22.0,28,0,4008.199951,3940.6599608
1.0,1.0,1.0,1.0,1.0,1.0,22.0,29,0,3914.199951,3960.7599608
1.0,1.0,1.0,1.0,1.0,1.0,22.0,30,0,4065.399902,4001.5399412
1.0,1.0,1.0,1.0,1.0,1.0,22.0,31,0,4050.399902,4016.4199215999997
1.0,1.0,1.0,1.0,1.0,1.0,22.0,32,0,3951.100098,3997.8599608
0.8,1.0,1.0,1.0,0.8,1.0,23.0,33,0,3998.300049,3995.8799803999996
0.8,1.0,1.0,1.0,0.8,1.0,23.0,34,0,3894.0,3991.839990200001
0.4,1.0,0.8,1.0,0.6,1.0,24.0,35,0,3835.100098,3945.7800294
0.4,1.0,0.6,1.0,0.2,1.0,25.0,36,0,3964.399902,3928.5800294
0.4,1.0,0.6,1.0,0.2,1.0,25.0,37,0,4008.100098,3939.9800294
0.4,1.0,0.6,1.0,0.2,1.0,25.0,38,0,3950.0,3930.3200196000003
0.6,1.0,0.6,1.0,0.4,1.0,26.0,39,0,4033.699951,3958.2600098
0.6,1.0,0.6,1.0,0.8,1.0,27.0,40,0,4048.699951,4000.9799804
0.8,1.0,0.6,1.0,1.0,1.0,28.0,41,0,4099.600098,4028.0200195999987
0.8,1.0,0.6,1.0,1.0,1.0,28.0,42,0,4019.0,4030.2
0.8,1.0,0.6,1.0,0.8,1.0,29.0,43,0,3905.0,4021.2
0.6,1.0,0.6,1.0,0.6,1.0,30.0,44,0,3896.300049,3993.7200196000003
0.4,1.0,0.6,1.0,0.2,0.8,31.0,45,0,3706.800049,3925.3400392
0.2,1.0,0.4,1.0,0.2,0.8,32.0,46,3,3720.600098,3849.5400391999997
0.2,0.8,0.4,1.0,0.2,0.8,33.0,47,3,3773.600098,3800.4600588
0.2,0.8,0.4,1.0,0.2,0.8,33.0,48,3,3966.5,3812.7600588
0.2,0.8,0.4,1.0,0.2,0.8,33.0,49,3,4062.800049,3846.0600587999998
0.4,1.0,0.4,1.0,0.4,0.8,34.0,50,3,3933.300049,3891.3600588
0.6,1.0,0.4,1.0,0.6,0.8,35.0,51,3,3808.199951,3908.8800294
0.6,1.0,0.4,1.0,0.6,0.8,35.0,52,3,3818.5,3917.8600098000006
0.4,0.8,0.2,1.0,0.4,0.8,36.0,53,3,3670.699951,3858.7
0.4,0.8,0.2,1.0,0.2,0.8,37.0,54,3,3704.800049,3787.1
0.2,0.6,0.2,0.8,0.2,0.8,38.0,55,3,3789.300049,3758.3
0.2,0.6,0.4,0.8,0.2,0.8,39.0,56,3,3665.0,3729.6600098
0.2,0.6,0.4,1.0,0.2,0.6,40.0,57,3,3717.899902,3709.5399902
0.2,0.6,0.4,1.0,0.2,0.6,40.0,58,3,3696.100098,3714.6200196
0.2,0.4,0.2,1.0,0.2,0.6,41.0,59,3,3576.899902,3689.0399902
0.2,0.4,0.2,1.0,0.2,0.6,41.0,60,3,3631.600098,3657.5
0.2,0.4,0.2,1.0,0.2,0.6,41.0,61,3,3598.8000490000004,3644.2600098
0.2,0.4,0.2,0.8,0.2,0.6,42.0,62,3,3585.600098,3617.8000490000004
0.2,0.4,0.2,0.8,0.2,0.6,42.0,63,3,3537.0,3585.9800294
0.4,0.4,0.2,0.8,0.2,0.6,43.0,64,3,3661.300049,3602.8600588
0.4,0.4,0.2,0.8,0.2,0.6,43.0,65,3,3661.300049,3608.800049
0.4,0.4,0.4,0.8,0.4,0.6,44.0,66,3,3678.0,3624.6400392000014
0.6,0.4,0.4,1.0,0.4,0.6,45.0,67,3,3603.399902,3628.200000000001
0.6,0.4,0.4,0.8,0.6,0.6,46.0,68,3,3594.399902,3639.679980400001
0.6,0.4,0.4,0.8,0.6,0.4,47.0,69,6,3633.600098,3634.1399902
0.6,0.4,0.6,0.8,1.0,0.4,48.0,70,6,3700.300049,3641.9399902000014
0.8,0.4,0.6,0.8,1.0,0.2,49.0,71,6,3821.0,3670.5399902
1.0,0.4,0.8,0.6,1.0,0.4,50.0,72,6,3961.699951,3742.2
1.0,0.6,1.0,0.6,1.0,0.6,51.0,73,0,3958.399902,3815.0
1.0,0.6,1.0,0.6,1.0,0.6,51.0,74,0,3889.199951,3866.1199706
1.0,0.6,1.0,0.6,1.0,0.8,52.0,75,0,4026.5,3931.3599608
1.0,0.8,1.0,0.6,1.0,0.8,53.0,76,0,4007.5,3968.6599608
1.0,0.8,1.0,0.6,1.0,0.8,53.0,77,0,4026.800049,3981.6799803999997
1.0,0.8,1.0,0.6,1.0,1.0,54.0,78,0,4016.100098,3993.2200196000003
1.0,0.8,1.0,0.6,1.0,1.0,54.0,79,0,3919.199951,3999.2200196000003
0.8,0.6,1.0,0.4,0.8,0.8,55.0,80,4,3829.399902,3959.8
0.6,0.6,1.0,0.4,0.8,0.8,56.0,81,4,3939.0,3946.1
0.4,0.6,0.8,0.4,0.6,0.8,57.0,82,4,3862.399902,3913.2199706
0.4,0.6,0.6,0.4,0.2,0.6,58.0,83,4,3899.699951,3889.9399412000002
0.4,0.6,0.6,0.4,0.2,0.6,58.0,84,4,3917.899902,3889.6799314
0.4,0.6,0.4,0.4,0.2,0.8,59.0,85,4,3878.800049,3899.5599608
0.4,0.6,0.4,0.4,0.2,0.8,59.0,86,4,3912.899902,3894.3399412000012
0.4,0.6,0.4,0.4,0.2,0.8,59.0,87,4,3888.399902,3899.539941200001
0.4,0.6,0.4,0.4,0.2,0.8,59.0,88,4,3877.5,3895.099951000001
0.4,0.6,0.4,0.4,0.2,0.6,60.0,89,4,3870.800049,3885.679980400001
0.6,0.6,0.4,0.4,0.2,0.8,61.0,90,4,3918.5,3893.619970600001
0.6,0.6,0.4,0.4,1.0,0.8,62.0,91,4,4025.5,3916.1399902
0.8,0.8,0.6,0.4,1.0,0.8,63.0,92,4,4200.399902,3978.5399902
1.0,0.8,0.8,0.6,1.0,1.0,64.0,93,0,4393.899902,4081.8199706000014
1.0,1.0,1.0,0.6,1.0,1.0,20.0,94,0,4310.799805,4169.8199218
1.0,1.0,1.0,0.8,1.0,1.0,21.0,95,0,4279.799805,4242.0798828
1.0,1.0,1.0,0.8,1.0,1.0,21.0,96,0,4337.0,4304.3798828
1.0,1.0,1.0,0.8,1.0,1.0,21.0,97,0,4193.0,4302.8999024
1.0,1.0,1.0,0.8,0.8,1.0,65.0,98,12,4081.199951,4240.3599122000005
0.8,1.0,1.0,0.8,0.8,0.8,66.0,99,12,4156.399902,4209.4799316
0.6,1.0,1.0,0.8,0.8,0.8,67.0,100,12,4223.299805,4198.1799316
0.6,0.8,1.0,0.8,0.6,0.8,68.0,101,12,4229.200195,4176.6199706
0.4,0.8,0.8,0.8,0.6,0.8,69.0,102,0,4235.399902,4185.099951
0.6,1.0,0.8,0.8,0.4,0.8,70.0,103,0,4299.0,4228.6599608000015
0.6,1.0,0.8,0.8,0.6,1.0,71.0,104,0,4305.600098,4258.5
0.8,1.0,0.6,0.8,1.0,1.0,72.0,105,0,4471.200195,4308.080078000001
0.8,1.0,0.6,1.0,1.0,1.0,28.0,106,0,4445.0,4351.240039
1.0,1.0,0.8,1.0,1.0,1.0,73.0,107,0,4459.200195,4396.0000976
1.0,1.0,0.8,1.0,1.0,1.0,73.0,108,0,4515.0,4439.2000976
1.0,1.0,1.0,1.0,1.0,1.0,22.0,109,0,4367.799805,4451.640039
0.8,1.0,0.8,1.0,0.8,1.0,74.0,110,0,4236.100098,4404.6200196
0.6,1.0,0.8,1.0,0.8,1.0,75.0,111,0,4310.5,4377.7200195999985
0.6,1.0,0.8,1.0,0.6,1.0,76.0,112,0,4450.0,4375.8799806
0.6,1.0,0.8,1.0,0.6,1.0,76.0,113,0,4520.200195,4376.9200196
0.6,1.0,0.8,1.0,0.8,1.0,75.0,114,0,4563.100098,4415.9800782
0.8,1.0,0.8,1.0,1.0,1.0,77.0,115,0,4550.0,4478.7600586
0.8,1.0,0.8,1.0,1.0,1.0,77.0,116,0,4531.600098,4522.9800782
1.0,1.0,0.8,1.0,1.0,1.0,73.0,117,0,4638.600098,4560.7000978
1.0,1.0,0.8,1.0,1.0,1.0,73.0,118,0,4703.700195,4597.4000978
1.0,1.0,0.8,1.0,1.0,1.0,73.0,119,0,4737.399902,4632.2600586
1.0,1.0,1.0,1.0,1.0,1.0,22.0,120,0,4810.5,4684.3600586
1.0,1.0,1.0,1.0,1.0,1.0,22.0,121,0,4801.799805,4738.4
1.0,1.0,1.0,1.0,1.0,1.0,22.0,122,0,4851.399902,4780.959960800001
1.0,1.0,1.0,1.0,1.0,1.0,22.0,123,0,4861.200195,4812.459960800001
1.0,1.0,1.0,1.0,1.0,1.0,22.0,124,0,4776.600098,4820.3
0.8,1.0,1.0,1.0,0.8,1.0,23.0,125,0,4693.600098,4796.9200196
0.8,1.0,1.0,1.0,0.8,1.0,23.0,126,0,4673.799805,4771.3200196
0.6,1.0,0.8,1.0,0.6,0.8,78.0,127,0,4579.100098,4716.860058799999
0.4,1.0,0.6,1.0,0.2,0.8,31.0,128,0,4544.0,4653.420019799999
0.2,0.8,0.6,1.0,0.2,0.8,79.0,129,3,4548.0,4607.7000002
0.2,0.8,0.4,1.0,0.2,0.8,33.0,130,3,4566.700195,4582.3200196
0.2,0.8,0.4,1.0,0.2,0.8,33.0,131,3,4670.100098,4581.5800782
0.2,0.8,0.2,1.0,0.2,0.8,80.0,132,3,4538.0,4573.3600586
0.2,0.8,0.2,1.0,0.2,0.8,80.0,133,3,4504.200195,4565.400097600002
0.2,0.8,0.2,1.0,0.2,0.8,80.0,134,3,4426.299805,4541.0600586
0.4,0.6,0.2,1.0,0.2,0.6,81.0,135,3,4498.700195,4527.460058600001
0.4,0.6,0.2,0.8,0.2,0.6,82.0,136,3,4514.600098,4496.3600586
0.4,0.6,0.2,0.8,0.2,0.6,82.0,137,3,4456.700195,4480.100097600001
0.4,0.6,0.2,0.8,0.2,0.6,82.0,138,3,4409.5,4461.1600586
0.4,0.6,0.4,0.8,0.2,0.6,83.0,139,3,4500.700195,4476.0401366000015
0.4,0.6,0.4,0.8,0.2,0.6,83.0,140,3,4513.600098,4479.0201172
0.4,0.6,0.4,0.8,0.4,0.6,84.0,141,3,4549.600098,4486.0201172
0.6,0.6,0.4,0.8,0.6,0.6,85.0,142,3,4621.0,4518.8800782
0.8,0.6,0.6,0.8,1.0,0.6,86.0,143,3,4601.700195,4557.3201172
0.8,0.6,0.6,0.8,1.0,0.6,86.0,144,3,4585.0,4574.1800782
0.8,0.6,0.6,0.8,1.0,0.6,86.0,145,3,4668.799805,4605.2200195999985
0.8,0.6,0.8,0.8,1.0,0.6,87.0,146,4,4563.899902,4608.0799804
0.8,0.6,0.8,0.8,0.8,0.6,88.0,147,4,4528.200195,4589.520019400001
0.6,0.6,0.6,0.8,0.6,0.6,89.0,148,4,4343.799805,4537.9399414
0.2,0.4,0.4,0.6,0.2,0.4,90.0,149,1,4060.300049,4432.9999511999995
0.2,0.4,0.4,0.6,0.2,0.2,91.0,150,1,4140.600098,4327.3600098000015
0.2,0.2,0.2,0.6,0.2,0.2,92.0,151,1,4069.100098,4228.400049
0.2,0.2,0.2,0.4,0.2,0.2,93.0,152,1,4128.399902,4148.4399904
0.2,0.2,0.2,0.4,0.2,0.2,93.0,153,1,4099.799805,4099.6399904
0.2,0.2,0.2,0.4,0.2,0.2,93.0,154,1,4158.799805,4119.339941599998
0.2,0.2,0.2,0.4,0.2,0.2,93.0,155,1,4094.300049,4110.0799318
0.2,0.2,0.2,0.4,0.2,0.2,93.0,156,1,4111.200195,4118.4999511999995
0.2,0.2,0.2,0.4,0.2,0.2,93.0,157,1,4117.100098,4116.2399903999985
0.4,0.2,0.2,0.4,0.2,0.2,94.0,158,1,4112.899902,4118.8600098000015
0.4,0.2,0.2,0.4,0.2,0.2,94.0,159,1,3958.0,4078.7000488
0.2,0.2,0.2,0.2,0.2,0.2,95.0,160,1,3787.0,4017.240039
0.2,0.2,0.2,0.2,0.2,0.2,95.0,161,1,3797.300049,3954.4600098000005
0.2,0.2,0.2,0.2,0.2,0.2,95.0,162,1,3797.300049,3890.5000000000014
0.2,0.2,0.2,0.2,0.2,0.2,95.0,163,1,4003.600098,3868.6400392000014
0.2,0.2,0.2,0.2,0.2,0.2,95.0,164,1,4063.600098,3889.7600588
0.4,0.2,0.2,0.2,0.4,0.2,96.0,165,1,3966.100098,3925.5800784000003
0.6,0.2,0.4,0.2,0.4,0.2,97.0,166,1,4059.5,3978.0200686
0.8,0.2,0.4,0.2,0.8,0.2,98.0,167,1,4105.799805,4039.7200197999987
1.0,0.2,0.4,0.2,1.0,0.2,99.0,168,2,4191.0,4077.2000002
1.0,0.2,0.6,0.2,1.0,0.2,100.0,169,2,4081.600098,4080.8000002
1.0,0.2,0.8,0.2,1.0,0.2,101.0,170,2,4105.200195,4108.6200196
1.0,0.2,0.8,0.2,1.0,0.2,101.0,171,2,4049.800049,4106.6800294
0.8,0.2,1.0,0.2,1.0,0.2,102.0,172,2,4182.5,4122.0200684
1.0,0.4,1.0,0.2,1.0,0.4,2.0,173,2,4378.600098,4159.540088000001
1.0,0.4,1.0,0.2,1.0,0.4,2.0,174,2,4346.0,4212.420068400002
1.0,0.4,1.0,0.2,1.0,0.4,2.0,175,2,4334.200195,4258.2200684
1.0,0.6,1.0,0.2,1.0,0.6,103.0,176,2,4281.100098,4304.4800782
1.0,0.6,1.0,0.2,1.0,0.6,103.0,177,2,4303.600098,4328.7000978
1.0,0.6,1.0,0.4,1.0,0.6,104.0,178,2,4318.799805,4316.7400392
0.8,0.6,1.0,0.4,0.8,0.6,105.0,179,2,4299.299805,4307.400000199998
0.8,0.6,0.8,0.4,0.8,0.6,106.0,180,2,4306.299805,4301.8199221999985
0.8,0.6,0.8,0.4,1.0,0.6,107.0,181,2,4365.600098,4318.719922199999
0.8,0.6,0.8,0.4,1.0,0.6,107.0,182,2,4369.799805,4331.959863599999
0.6,0.6,0.8,0.4,0.8,0.6,108.0,183,2,4183.299805,4304.859863599999
0.4,0.6,0.6,0.4,0.4,0.6,109.0,184,4,4158.700195,4276.739941599999
0.4,0.4,0.6,0.4,0.2,0.4,110.0,185,1,4056.0,4226.6799806
0.2,0.4,0.4,0.4,0.2,0.4,111.0,186,1,4035.0,4160.559961
0.2,0.4,0.2,0.4,0.2,0.4,112.0,187,1,4205.700195,4127.740039
0.2,0.4,0.2,0.4,0.2,0.4,112.0,188,1,4252.0,4141.480078000001
0.4,0.4,0.4,0.4,0.4,0.4,113.0,189,5,4343.200195,4178.380078
0.6,0.6,0.4,0.4,0.6,0.6,114.0,190,5,4364.0,4239.980078000001
0.8,0.6,0.6,0.4,0.8,0.6,115.0,191,5,4346.299805,4302.240039
0.8,0.6,0.6,0.4,1.0,0.6,116.0,192,5,4299.0,4320.9
1.0,0.6,0.6,0.4,1.0,0.6,117.0,193,2,4390.100098,4348.5200196000005
1.0,0.8,0.8,0.4,1.0,0.8,118.0,194,2,4681.5,4416.1799806
1.0,0.8,1.0,0.4,1.0,0.8,119.0,195,2,4684.100098,4480.2000002
1.0,1.0,1.0,0.4,1.0,1.0,19.0,196,2,4694.299805,4549.800000199999
1.0,1.0,1.0,0.6,1.0,1.0,20.0,197,0,4741.0,4638.2000002
1.0,1.0,1.0,0.6,1.0,1.0,20.0,198,0,4653.899902,4690.959961
1.0,1.0,1.0,0.6,1.0,1.0,20.0,199,0,4622.200195,4679.1
1.0,1.0,1.0,0.8,1.0,1.0,21.0,200,0,4748.700195,4692.020019400001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,201,0,4846.600098,4722.480078000001
1.0,1.0,1.0,1.0,1.0,1.0,22.0,202,0,4895.399902,4753.360058400001
1.0,1.0,1.0,1.0,1.0,1.0,22.0,203,0,4846.799805,4791.940039
1.0,1.0,1.0,1.0,1.0,1.0,22.0,204,0,4836.200195,4834.740039
1.0,1.0,1.0,1.0,1.0,1.0,22.0,205,0,4833.899902,4851.7799804000015
0.8,1.0,1.0,1.0,1.0,1.0,120.0,206,0,4909.0,4864.2599608
0.8,1.0,0.8,1.0,1.0,1.0,77.0,207,0,4893.799805,4863.9399414
0.8,1.0,0.8,1.0,1.0,1.0,77.0,208,0,4985.200195,4891.6200194
0.8,1.0,0.8,1.0,1.0,1.0,77.0,209,0,4945.200195,4913.420019400001
0.8,1.0,0.8,1.0,1.0,1.0,77.0,210,0,4907.700195,4928.180078
0.8,1.0,0.8,1.0,1.0,1.0,77.0,211,0,4934.799805,4933.3400390000015
0.8,1.0,0.8,1.0,1.0,1.0,77.0,212,0,5133.5,4981.280078000002
0.8,1.0,0.8,1.0,1.0,1.0,77.0,213,0,5151.5,5014.540039
1.0,1.0,0.8,1.0,1.0,1.0,73.0,214,0,5269.399902,5079.3799804
1.0,1.0,1.0,1.0,1.0,1.0,22.0,215,0,5410.899902,5180.0199218
1.0,1.0,1.0,1.0,1.0,1.0,22.0,216,0,5332.899902,5259.639941200001
1.0,1.0,1.0,1.0,1.0,1.0,22.0,217,0,5354.100098,5303.7599608
1.0,1.0,1.0,1.0,1.0,1.0,22.0,218,0,5283.0,5330.0599608
1.0,1.0,1.0,1.0,1.0,1.0,22.0,219,0,5322.600098,5340.7
1.0,1.0,1.0,1.0,1.0,1.0,22.0,220,0,5305.399902,5319.6
0.8,1.0,1.0,1.0,1.0,1.0,120.0,221,0,5339.0,5320.8200196
0.8,1.0,1.0,1.0,1.0,1.0,120.0,222,0,5385.600098,5327.1200196
0.8,1.0,1.0,1.0,1.0,1.0,120.0,223,0,5330.799805,5336.6799806
0.6,1.0,0.8,1.0,0.8,1.0,75.0,224,0,5273.700195,5326.9
0.6,1.0,0.8,1.0,0.6,1.0,76.0,225,0,5173.0,5300.4200196
0.4,1.0,0.6,1.0,0.2,1.0,25.0,226,0,5237.700195,5280.1600586
0.4,1.0,0.4,1.0,0.2,1.0,121.0,227,0,5267.399902,5256.520019400001
0.4,1.0,0.4,1.0,0.2,1.0,121.0,228,0,5245.200195,5239.400097400001
0.4,1.0,0.4,1.0,0.2,0.8,122.0,229,3,5193.0,5223.260058400001
0.4,1.0,0.4,1.0,0.2,0.8,122.0,230,3,5199.299805,5228.520019400001
0.4,0.8,0.4,1.0,0.2,0.8,123.0,231,3,4957.700195,5172.520019400001
0.2,0.8,0.4,1.0,0.2,0.8,33.0,232,3,5083.399902,5135.720019400002
0.2,0.8,0.2,1.0,0.2,0.8,80.0,233,3,5152.700195,5117.220019400002
0.4,0.8,0.2,1.0,0.2,0.8,37.0,234,3,5198.0,5118.220019400002
0.2,0.8,0.2,1.0,0.2,0.8,80.0,235,3,4975.299805,5073.420019400001
0.2,0.6,0.2,1.0,0.2,0.8,124.0,236,3,4756.0,5033.0799804
0.2,0.6,0.2,1.0,0.2,0.6,125.0,237,3,4721.899902,4960.7799804000015
0.2,0.4,0.2,1.0,0.2,0.6,41.0,238,3,4771.799805,4884.599902399998
0.2,0.4,0.2,0.8,0.2,0.6,42.0,239,3,4739.399902,4792.8798828
0.2,0.4,0.2,0.8,0.2,0.4,126.0,240,3,4805.600098,4758.9399414
0.2,0.4,0.2,0.8,0.2,0.4,126.0,241,3,4841.299805,4775.9999024
0.2,0.4,0.2,0.8,0.2,0.4,126.0,242,3,4852.5,4802.119922
0.4,0.4,0.2,0.8,0.2,0.4,127.0,243,3,4887.0,4825.1599609999985
0.4,0.4,0.2,0.8,0.4,0.4,128.0,244,3,4851.5,4847.5799806
0.6,0.4,0.2,0.8,0.4,0.4,129.0,245,3,4868.399902,4860.1399414
0.8,0.4,0.4,0.8,0.6,0.4,130.0,246,3,4979.700195,4887.8200194
0.8,0.4,0.6,0.6,1.0,0.4,131.0,247,1,5051.200195,4927.560058399999
0.8,0.4,0.6,0.6,1.0,0.4,131.0,248,1,5031.600098,4956.480078000001
0.8,0.4,0.8,0.6,1.0,0.4,132.0,249,6,4981.700195,4982.520117000001
1.0,0.4,1.0,0.8,1.0,0.4,133.0,250,6,5039.600098,5016.7601562
0.8,0.4,0.8,0.6,1.0,0.4,132.0,251,6,4980.5,5016.9201172
0.8,0.4,0.8,0.6,0.8,0.4,134.0,252,6,4954.899902,4997.6600586
0.6,0.4,0.8,0.6,0.8,0.4,135.0,253,6,5009.299805,4993.2
0.6,0.4,0.8,0.6,0.8,0.4,135.0,254,6,4985.600098,4993.979980599999
0.6,0.4,0.8,0.6,0.8,0.4,135.0,255,6,4977.600098,4981.5799806
0.4,0.4,0.6,0.6,0.4,0.4,136.0,256,4,4853.700195,4956.2200195999985
0.4,0.4,0.6,0.6,0.2,0.4,137.0,257,1,4866.5,4938.540039199999
0.4,0.4,0.4,0.6,0.2,0.2,138.0,258,1,4889.600098,4914.600097799998
0.4,0.4,0.4,0.6,0.2,0.2,138.0,259,1,4885.200195,4894.5201172
0.4,0.4,0.4,0.6,0.2,0.2,138.0,260,1,5015.600098,4902.1201172
0.6,0.4,0.4,0.6,0.4,0.4,139.0,261,1,5022.399902,4935.8600586
0.6,0.4,0.6,0.6,0.6,0.4,140.0,262,1,4989.299805,4960.4200196
0.6,0.4,0.6,0.4,0.8,0.4,141.0,263,1,5003.899902,4983.2799804000015
0.8,0.4,0.6,0.4,1.0,0.4,142.0,264,1,5002.0,5006.6399414
0.8,0.4,0.6,0.4,1.0,0.4,142.0,265,1,5075.600098,5018.6399414
0.8,0.4,0.6,0.4,1.0,0.4,142.0,266,1,5079.700195,5030.1
0.8,0.6,0.8,0.4,1.0,0.4,143.0,267,5,5061.899902,5044.6200194
0.8,0.6,0.8,0.4,1.0,0.6,107.0,268,2,5047.0,5053.240039
0.8,0.6,0.8,0.4,1.0,0.6,107.0,269,2,5121.899902,5077.220019400002
0.8,0.6,0.8,0.4,1.0,0.6,107.0,270,2,5142.600098,5090.6200194
0.8,0.6,0.8,0.4,1.0,0.6,107.0,271,2,5149.299805,5104.539941399999
0.8,0.6,0.8,0.4,1.0,0.6,107.0,272,2,5164.100098,5124.979980599999
0.8,0.6,0.8,0.4,1.0,0.6,107.0,273,2,5146.0,5144.779980599998
0.8,0.6,0.8,0.4,1.0,0.8,144.0,274,5,5101.5,5140.7000002
0.6,0.6,0.8,0.4,1.0,0.8,145.0,275,4,5153.0,5142.779980599998
0.8,0.6,0.8,0.4,1.0,0.8,144.0,276,5,5284.200195,5169.7600586
0.8,0.8,0.8,0.4,1.0,1.0,146.0,277,5,5360.5,5209.040039
0.8,0.8,0.8,0.6,1.0,1.0,147.0,278,0,5388.5,5257.540039
1.0,0.8,0.8,0.6,1.0,1.0,64.0,279,0,5345.5,5306.3400390000015
1.0,0.8,1.0,0.6,1.0,1.0,54.0,280,0,5480.200195,5371.780078000002
1.0,0.8,1.0,0.6,1.0,1.0,54.0,281,0,5428.100098,5400.5600586
1.0,0.8,1.0,0.6,1.0,1.0,54.0,282,0,5442.5,5416.960058600001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,283,0,5475.600098,5434.3800782
1.0,1.0,1.0,0.8,1.0,1.0,21.0,284,0,5560.399902,5477.3600586
1.0,1.0,1.0,0.8,1.0,1.0,21.0,285,0,5655.700195,5512.460058600001
1.0,1.0,1.0,0.8,1.0,1.0,21.0,286,0,5602.0,5547.2400389999975
1.0,1.0,1.0,0.8,1.0,1.0,21.0,287,0,5681.5,5595.040039
0.8,1.0,1.0,1.0,1.0,1.0,120.0,288,0,5530.899902,5606.099999799999
0.8,1.0,1.0,1.0,1.0,1.0,120.0,289,0,5600.700195,5614.160058399999
0.8,1.0,0.8,1.0,1.0,1.0,77.0,290,0,5628.0,5608.6200193999985
0.8,1.0,0.8,1.0,1.0,1.0,77.0,291,0,5710.799805,5630.379980399999
0.8,1.0,0.8,1.0,1.0,1.0,77.0,292,0,5625.700195,5619.220019399999
0.8,1.0,0.8,1.0,1.0,1.0,77.0,293,0,5687.799805,5650.5999999999985
0.8,1.0,0.8,1.0,1.0,1.0,77.0,294,0,5728.0,5676.059961
0.6,1.0,0.8,1.0,1.0,1.0,148.0,295,0,5635.100098,5677.479980599999
0.6,1.0,0.6,1.0,0.8,1.0,27.0,296,0,5599.399902,5655.199999999999
0.6,0.8,0.6,0.8,0.6,1.0,149.0,297,0,5567.899902,5643.639941399999
0.4,0.8,0.6,0.8,0.2,1.0,150.0,298,0,5530.200195,5612.1200193999985
0.4,0.8,0.4,0.8,0.2,0.8,151.0,299,3,5457.200195,5557.9600584
0.4,0.8,0.4,0.8,0.2,0.8,151.0,300,3,5413.399902,5513.620019200001
0.4,0.8,0.4,0.8,0.2,0.8,151.0,301,3,5532.5,5500.240038799999
0.4,0.8,0.4,0.8,0.2,0.8,151.0,302,3,5503.799805,5487.420019399999
0.4,0.8,0.4,0.8,0.2,0.8,151.0,303,3,5634.899902,5508.359960799999
0.6,0.8,0.4,0.8,0.6,0.8,152.0,304,3,5804.899902,5577.899902199998
0.8,0.8,0.6,0.8,1.0,1.0,153.0,305,0,5834.600098,5662.139941399998
0.8,0.8,0.6,1.0,1.0,1.0,154.0,306,0,5817.100098,5719.059960999997
1.0,1.0,0.8,1.0,1.0,1.0,73.0,307,0,5823.0,5782.899999999998
1.0,1.0,0.8,1.0,1.0,1.0,73.0,308,0,6053.100098,5866.540039199997
